Name,depart_time,price,depart_time_hour,depart_time_minute
제주항공,08:00,29831,8,0
에어부산,08:30,27458,8,30
아시아나항공,08:30,96441,8,30
에어부산,08:45,24407,8,45
아시아나항공,08:45,96441,8,45
대한항공,08:50,90678,8,50
제주항공,09:00,37458,9,0
에어부산,09:10,69662,9,10
아시아나항공,09:10,96441,9,10
에어부산,09:15,72882,9,15
이스타항공,10:20,39323,10,20
제주항공,10:45,40678,10,45
제주항공,13:15,40678,13,15
에어부산,13:25,36441,13,25
아시아나항공,13:25,96441,13,25
에어부산,13:30,36950,13,30
아시아나항공,13:30,96441,13,30
대한항공,14:00,90678,14,0
제주항공,14:05,76102,14,5
에어부산,14:55,44577,14,55
아시아나항공,14:55,96441,14,55
제주항공,15:35,58645,15,35
에어부산,15:45,45255,15,45
아시아나항공,15:45,96441,15,45
이스타항공,16:10,46780,16,10
대한항공,16:30,123899,16,30
에어부산,16:35,72882,16,35
아시아나항공,16:35,96441,16,35
제주항공,17:50,62882,17,50
에어부산,18:05,58984,18,5
아시아나항공,18:05,96441,18,5
대한항공,18:10,90678,18,10
제주항공,19:00,67289,19,0
제주항공,20:05,67289,20,5
대한항공,20:10,90678,20,10
대한항공,20:50,90678,20,50
