Name,depart_time,price,depart_time_hour,depart_time_minute
아시아나항공,06:05,122882,6,5
아시아나항공,06:10,122882,6,10
이스타항공,06:20,77967,6,20
아시아나항공,06:20,122882,6,20
제주항공,06:30,75763,6,30
티웨이항공,06:40,77119,6,40
이스타항공,06:45,75255,6,45
제주항공,06:45,81695,6,45
대한항공,06:45,141526,6,45
아시아나항공,06:50,122882,6,50
에어부산,06:55,73390,6,55
티웨이항공,07:00,77119,7,0
제주항공,07:00,81695,7,0
에어부산,07:20,76950,7,20
아시아나항공,07:35,122882,7,35
이스타항공,07:40,77967,7,40
제주항공,07:50,99831,7,50
제주항공,09:00,99831,9,0
아시아나항공,10:55,122882,10,55
에어부산,11:25,80509,11,25
이스타항공,11:40,75255,11,40
티웨이항공,11:45,77119,11,45
제주항공,12:00,81695,12,0
대한항공,12:00,95933,12,0
제주항공,12:20,75763,12,20
아시아나항공,12:20,116611,12,20
대한항공,12:30,93899,12,30
제주항공,12:50,66102,12,50
티웨이항공,12:55,64746,12,55
이스타항공,12:55,68984,12,55
제주항공,13:15,61865,13,15
티웨이항공,13:20,60678,13,20
대한항공,13:20,86611,13,20
아시아나항공,13:20,122882,13,20
대한항공,13:35,74407,13,35
제주항공,13:40,57628,13,40
이스타항공,13:50,53051,13,50
아시아나항공,13:50,79492,13,50
아시아나항공,14:05,58645,14,5
대한항공,14:05,69323,14,5
티웨이항공,14:20,50000,14,20
제주항공,14:40,49153,14,40
이스타항공,14:45,44577,14,45
에어부산,14:45,51695,14,45
아시아나항공,14:45,58645,14,45
제주항공,15:00,49153,15,0
아시아나항공,15:00,58645,15,0
티웨이항공,15:15,42712,15,15
아시아나항공,15:25,52204,15,25
아시아나항공,15:30,52204,15,30
대한항공,15:45,69323,15,45
이스타항공,15:50,40339,15,50
제주항공,15:55,44916,15,55
제주항공,16:05,36441,16,5
대한항공,16:05,102712,16,5
대한항공,16:35,69323,16,35
이스타항공,16:55,33729,16,55
제주항공,16:55,36441,16,55
티웨이항공,17:25,31017,17,25
아시아나항공,17:25,52204,17,25
대한항공,17:50,56272,17,50
아시아나항공,18:05,47119,18,5
티웨이항공,18:05,29153,18,5
에어부산,18:10,30000,18,10
아시아나항공,18:10,122882,18,10
제주항공,18:20,30848,18,20
이스타항공,18:20,31187,18,20
아시아나항공,18:35,47119,18,35
대한항공,18:40,56272,18,40
티웨이항공,18:45,31017,18,45
대한항공,19:00,56272,19,0
티웨이항공,19:05,29153,19,5
제주항공,19:05,30848,19,5
아시아나항공,19:15,44916,19,15
이스타항공,19:25,25085,19,25
제주항공,19:35,27458,19,35
이스타항공,19:45,22373,19,45
이스타항공,20:00,22373,20,0
아시아나항공,20:10,47119,20,10
이스타항공,20:20,22373,20,20
대한항공,20:25,51865,20,25
제주항공,20:30,27458,20,30
아시아나항공,20:50,44916,20,50
대한항공,20:50,51865,20,50
대한항공,21:00,51865,21,0
