Name,depart_time,price,depart_time_hour,depart_time_minute
아시아나항공,06:10,181695,6,10
이스타항공,06:20,81865,6,20
제주항공,06:30,99831,6,30
티웨이항공,06:40,76780,6,40
이스타항공,06:45,81865,6,45
대한항공,08:35,88645,8,35
대한항공,09:20,101356,9,20
아시아나항공,11:35,122882,11,35
아시아나항공,12:20,182373,12,20
대한항공,12:30,174577,12,30
티웨이항공,12:55,78645,12,55
이스타항공,12:55,95763,12,55
티웨이항공,13:20,76780,13,20
아시아나항공,13:20,122882,13,20
아시아나항공,13:25,116611,13,25
대한항공,13:35,100000,13,35
제주항공,13:40,81695,13,40
이스타항공,13:50,81865,13,50
아시아나항공,13:50,109153,13,50
티웨이항공,14:05,74577,14,5
대한항공,14:05,92712,14,5
티웨이항공,14:20,75594,14,20
제주항공,14:40,81695,14,40
에어부산,14:45,70678,14,45
이스타항공,14:45,81865,14,45
아시아나항공,14:45,90509,14,45
제주항공,15:00,81695,15,0
아시아나항공,15:00,84407,15,0
티웨이항공,15:15,74577,15,15
아시아나항공,15:25,90509,15,25
아시아나항공,15:30,122882,15,30
대한항공,15:45,92712,15,45
이스타항공,15:50,72712,15,50
제주항공,15:55,81695,15,55
제주항공,16:05,81695,16,5
대한항공,16:05,102712,16,5
대한항공,16:35,100170,16,35
이스타항공,16:55,81865,16,55
티웨이항공,17:25,75933,17,25
대한항공,17:35,95933,17,35
대한항공,17:50,100170,17,50
티웨이항공,18:05,78475,18,5
에어부산,18:10,70678,18,10
제주항공,18:20,81695,18,20
이스타항공,18:20,81865,18,20
아시아나항공,18:35,181695,18,35
대한항공,18:40,141526,18,40
티웨이항공,18:45,78475,18,45
대한항공,19:00,100170,19,0
티웨이항공,19:05,74577,19,5
제주항공,19:05,81695,19,5
아시아나항공,19:15,122882,19,15
이스타항공,19:25,81865,19,25
제주항공,19:35,81695,19,35
이스타항공,20:00,95763,20,0
아시아나항공,20:50,122882,20,50
대한항공,21:00,141526,21,0
